TDL2048-Demo
alpha = 0.1
total = 5000000
seed = 2689549431
6-tuple pattern 012345, size = 16777216 (64MB)
6-tuple pattern 456789, size = 16777216 (64MB)
6-tuple pattern 012456, size = 16777216 (64MB)
6-tuple pattern 45689a, size = 16777216 (64MB)
1000	mean = 7727.33	max = 26968
	256	0.3%	(100%)
	512	1.2%	(99.7%)
	1024	2.5%	(98.5%)
	2048	4.9%	(96%)
	4096	23.6%	(91.1%)
	8192	67%	(67.5%)
	16384	0.5%	(0.5%)
937000	mean = 120185	max = 285844
	512	0.9%	(100%)
	1024	2.3%	(99.1%)
	2048	5%	(96.8%)
	4096	26%	(91.8%)
	8192	64.7%	(65.8%)
	16384	1.1%	(1.1%)
938000	mean = 120009	max = 284704
	64	0.1%	(100%)
	512	1%	(99.9%)
	1024	2.9%	(98.9%)
	2048	4.7%	(96%)
	4096	26.4%	(91.3%)
	8192	63.9%	(64.9%)
	16384	1%	(1%)
939000	mean = 120457	max = 286120
	512	1%	(100%)
	1024	3.3%	(99%)
	2048	5.4%	(95.7%)
	4096	23.6%	(90.3%)
	8192	65.5%	(66.7%)
	16384	1.2%	(1.2%)
940000	mean = 119555	max = 287948
	256	0.1%	(100%)
	512	0.6%	(99.9%)
	1024	3.2%	(99.3%)
	2048	5.1%	(96.1%)
	4096	24.9%	(91%)
	8192	65.3%	(66.1%)
	16384	0.8%	(0.8%)
941000	mean = 121009	max = 315936
	512	0.6%	(100%)
	1024	3.4%	(99.4%)
	2048	4.5%	(96%)
	4096	24.9%	(91.5%)
	8192	65.2%	(66.6%)
	16384	1.4%	(1.4%)
942000	mean = 120432	max = 286532
	256	0.1%	(100%)
	512	0.9%	(99.9%)
	1024	2.8%	(99%)
	2048	6%	(96.2%)
	4096	22.8%	(90.2%)
	8192	66.9%	(67.4%)
	16384	0.5%	(0.5%)
943000	mean = 118922	max = 285040
	256	0.1%	(100%)
	512	0.6%	(99.9%)
	1024	1.9%	(99.3%)
	2048	5.9%	(97.4%)
	4096	26.5%	(91.5%)
	8192	64.2%	(65%)
	16384	0.8%	(0.8%)
944000	mean = 120077	max = 286572
	128	0.1%	(100%)
	512	1%	(99.9%)
	1024	3%	(98.9%)
	2048	5.6%	(95.9%)
	4096	24.6%	(90.3%)
	8192	64.4%	(65.7%)
	16384	1.3%	(1.3%)
945000	mean = 118447	max = 268860
	512	1.2%	(100%)
	1024	3.1%	(98.8%)
	2048	6.8%	(95.7%)
	4096	24.6%	(88.9%)
	8192	63.7%	(64.3%)
	16384	0.6%	(0.6%)
946000	mean = 121392	max = 272612
	256	0.1%	(100%)
	512	0.2%	(99.9%)
	1024	3%	(99.7%)
	2048	5.2%	(96.7%)
	4096	25.2%	(91.5%)
	8192	65.2%	(66.3%)
	16384	1.1%	(1.1%)
947000	mean = 119939	max = 283204
	256	0.2%	(100%)
	512	0.8%	(99.8%)
	1024	2.2%	(99%)
	2048	6%	(96.8%)
	4096	25.3%	(90.8%)
	8192	65.2%	(65.5%)
	16384	0.3%	(0.3%)
948000	mean = 119985	max = 286704
	256	0.1%	(100%)
	512	1.3%	(99.9%)
	1024	2.9%	(98.6%)
	2048	5.3%	(95.7%)
	4096	24.3%	(90.4%)
	8192	65.8%	(66.1%)
	16384	0.3%	(0.3%)
949000	mean = 120188	max = 281796
	256	0.2%	(100%)
	512	0.2%	(99.8%)
	1024	3.4%	(99.6%)
	2048	6.3%	(96.2%)
	4096	23.5%	(89.9%)
	8192	65.2%	(66.4%)
	16384	1.2%	(1.2%)
950000	mean = 124011	max = 288892
	512	0.2%	(100%)
	1024	3%	(99.8%)
	2048	5.4%	(96.8%)
	4096	21.5%	(91.4%)
	8192	69.3%	(69.9%)
	16384	0.6%	(0.6%)
951000	mean = 119737	max = 291228
	512	1.2%	(100%)
	1024	3.1%	(98.8%)
	2048	6.5%	(95.7%)
	4096	22.6%	(89.2%)
	8192	65.8%	(66.6%)
	16384	0.8%	(0.8%)
952000	mean = 119963	max = 282684
	256	0.1%	(100%)
	512	0.8%	(99.9%)
	1024	3%	(99.1%)
	2048	6.3%	(96.1%)
	4096	23.8%	(89.8%)
	8192	65.4%	(66%)
	16384	0.6%	(0.6%)
953000	mean = 122405	max = 279140
	64	0.1%	(100%)
	128	0.1%	(99.9%)
	256	0.1%	(99.8%)
	512	1.1%	(99.7%)
	1024	2.6%	(98.6%)
	2048	5.1%	(96%)
	4096	22.5%	(90.9%)
	8192	67.3%	(68.4%)
	16384	1.1%	(1.1%)
954000	mean = 119161	max = 286744
	64	0.1%	(100%)
	256	0.1%	(99.9%)
	512	0.5%	(99.8%)
	1024	4.1%	(99.3%)
	2048	5.5%	(95.2%)
	4096	24.8%	(89.7%)
	8192	63.9%	(64.9%)
	16384	1%	(1%)
955000	mean = 121283	max = 320832
	256	0.2%	(100%)
	512	0.9%	(99.8%)
	1024	2.3%	(98.9%)
	2048	6.6%	(96.6%)
	4096	22.4%	(90%)
	8192	66.3%	(67.6%)
	16384	1.3%	(1.3%)
956000	mean = 120689	max = 289352
	512	0.4%	(100%)
	1024	2.1%	(99.6%)
	2048	7%	(97.5%)
	4096	23.9%	(90.5%)
	8192	65.8%	(66.6%)
	16384	0.8%	(0.8%)
957000	mean = 121800	max = 281412
	256	0.1%	(100%)
	512	0.5%	(99.9%)
	1024	2.4%	(99.4%)
	2048	5.7%	(97%)
	4096	23.6%	(91.3%)
	8192	66.9%	(67.7%)
	16384	0.8%	(0.8%)
958000	mean = 123827	max = 289480
	512	1%	(100%)
	1024	2%	(99%)
	2048	4.6%	(97%)
	4096	23.3%	(92.4%)
	8192	68%	(69.1%)
	16384	1.1%	(1.1%)
959000	mean = 121738	max = 279612
	64	0.1%	(100%)
	512	1%	(99.9%)
	1024	1.9%	(98.9%)
	2048	6.4%	(97%)
	4096	23.1%	(90.6%)
	8192	66%	(67.5%)
	16384	1.5%	(1.5%)
960000	mean = 118080	max = 271364
	128	0.1%	(100%)
	256	0.1%	(99.9%)
	512	0.3%	(99.8%)
	1024	3.4%	(99.5%)
	2048	6.9%	(96.1%)
	4096	25.2%	(89.2%)
	8192	63%	(64%)
	16384	1%	(1%)
961000	mean = 121441	max = 286576
	128	0.1%	(100%)
	256	0.1%	(99.9%)
	512	1%	(99.8%)
	1024	2.2%	(98.8%)
	2048	5.9%	(96.6%)
	4096	24.4%	(90.7%)
	8192	65.6%	(66.3%)
	16384	0.7%	(0.7%)
962000	mean = 119895	max = 288648
	512	0.6%	(100%)
	1024	2.5%	(99.4%)
	2048	6.2%	(96.9%)
	4096	25.7%	(90.7%)
	8192	64.1%	(65%)
	16384	0.9%	(0.9%)
963000	mean = 119916	max = 277432
	256	0.2%	(100%)
	512	1.3%	(99.8%)
	1024	2%	(98.5%)
	2048	6.1%	(96.5%)
	4096	25.3%	(90.4%)
	8192	64.4%	(65.1%)
	16384	0.7%	(0.7%)
964000	mean = 119153	max = 282200
	512	0.8%	(100%)
	1024	2.6%	(99.2%)
	2048	5.6%	(96.6%)
	4096	26.7%	(91%)
	8192	63.4%	(64.3%)
	16384	0.9%	(0.9%)
965000	mean = 121121	max = 288740
	256	0.1%	(100%)
	512	0.9%	(99.9%)
	1024	2.8%	(99%)
	2048	5.9%	(96.2%)
	4096	23.9%	(90.3%)
	8192	65.4%	(66.4%)
	16384	1%	(1%)
966000	mean = 119715	max = 310256
	256	0.2%	(100%)
	512	1.2%	(99.8%)
	1024	2.6%	(98.6%)
	2048	6%	(96%)
	4096	23.9%	(90%)
	8192	65.4%	(66.1%)
	16384	0.7%	(0.7%)
967000	mean = 120146	max = 279732
	256	0.2%	(100%)
	512	1.1%	(99.8%)
	1024	2.8%	(98.7%)
	2048	5.8%	(95.9%)
	4096	24.2%	(90.1%)
	8192	65.1%	(65.9%)
	16384	0.8%	(0.8%)
968000	mean = 121618	max = 277552
	256	0.1%	(100%)
	512	0.9%	(99.9%)
	1024	1.5%	(99%)
	2048	6.9%	(97.5%)
	4096	23.5%	(90.6%)
	8192	66.1%	(67.1%)
	16384	1%	(1%)
969000	mean = 118929	max = 280632
	128	0.1%	(100%)
	256	0.2%	(99.9%)
	512	0.9%	(99.7%)
	1024	3.9%	(98.8%)
	2048	5.1%	(94.9%)
	4096	24.4%	(89.8%)
	8192	64.5%	(65.4%)
	16384	0.9%	(0.9%)
970000	mean = 117576	max = 283768
	256	0.1%	(100%)
	512	0.5%	(99.9%)
	1024	3.9%	(99.4%)
	2048	5.1%	(95.5%)
	4096	26.5%	(90.4%)
	8192	63.3%	(63.9%)
	16384	0.6%	(0.6%)
971000	mean = 121046	max = 262108
	512	0.7%	(100%)
	1024	2.9%	(99.3%)
	2048	5.2%	(96.4%)
	4096	23.7%	(91.2%)
	8192	66.5%	(67.5%)
	16384	1%	(1%)
972000	mean = 119922	max = 275136
	512	1.8%	(100%)
	1024	2.1%	(98.2%)
	2048	4.9%	(96.1%)
	4096	25.7%	(91.2%)
	8192	64.5%	(65.5%)
	16384	1%	(1%)
973000	mean = 119026	max = 289360
	256	0.2%	(100%)
	512	1%	(99.8%)
	1024	3.4%	(98.8%)
	2048	5.9%	(95.4%)
	4096	24%	(89.5%)
	8192	65%	(65.5%)
	16384	0.5%	(0.5%)
974000	mean = 121324	max = 288284
	256	0.1%	(100%)
	512	0.8%	(99.9%)
	1024	2.9%	(99.1%)
	2048	5.4%	(96.2%)
	4096	23.6%	(90.8%)
	8192	66.4%	(67.2%)
	16384	0.8%	(0.8%)
975000	mean = 121230	max = 287956
	256	0.3%	(100%)
	512	0.8%	(99.7%)
	1024	2.9%	(98.9%)
	2048	6.3%	(96%)
	4096	23%	(89.7%)
	8192	65.7%	(66.7%)
	16384	1%	(1%)
976000	mean = 124834	max = 280356
	512	0.5%	(100%)
	1024	2.2%	(99.5%)
	2048	4.5%	(97.3%)
	4096	21.8%	(92.8%)
	8192	70.6%	(71%)
	16384	0.4%	(0.4%)
977000	mean = 122015	max = 289676
	128	0.1%	(100%)
	512	0.6%	(99.9%)
	1024	2.1%	(99.3%)
	2048	5.8%	(97.2%)
	4096	24.1%	(91.4%)
	8192	66%	(67.3%)
	16384	1.3%	(1.3%)
978000	mean = 118651	max = 288000
	256	0.1%	(100%)
	512	0.8%	(99.9%)
	1024	3.6%	(99.1%)
	2048	5.4%	(95.5%)
	4096	25.2%	(90.1%)
	8192	64.2%	(64.9%)
	16384	0.7%	(0.7%)
979000	mean = 121940	max = 281276
	256	0.1%	(100%)
	512	0.8%	(99.9%)
	1024	2%	(99.1%)
	2048	5.9%	(97.1%)
	4096	25.7%	(91.2%)
	8192	63.9%	(65.5%)
	16384	1.6%	(1.6%)
980000	mean = 122173	max = 264432
	256	0.1%	(100%)
	512	0.4%	(99.9%)
	1024	1.9%	(99.5%)
	2048	6.1%	(97.6%)
	4096	24.3%	(91.5%)
	8192	66.5%	(67.2%)
	16384	0.7%	(0.7%)
981000	mean = 121934	max = 285764
	512	1%	(100%)
	1024	2.8%	(99%)
	2048	4.9%	(96.2%)
	4096	22.6%	(91.3%)
	8192	68.2%	(68.7%)
	16384	0.5%	(0.5%)
982000	mean = 120524	max = 288364
	256	0.1%	(100%)
	512	1.1%	(99.9%)
	1024	1.7%	(98.8%)
	2048	5.7%	(97.1%)
	4096	25.3%	(91.4%)
	8192	65.3%	(66.1%)
	16384	0.8%	(0.8%)
983000	mean = 122112	max = 317772
	512	0.8%	(100%)
	1024	2.8%	(99.2%)
	2048	5.7%	(96.4%)
	4096	23.2%	(90.7%)
	8192	66.6%	(67.5%)
	16384	0.9%	(0.9%)
984000	mean = 119694	max = 289016
	512	0.5%	(100%)
	1024	4.1%	(99.5%)
	2048	4.8%	(95.4%)
	4096	24.6%	(90.6%)
	8192	65.2%	(66%)
	16384	0.8%	(0.8%)
985000	mean = 122928	max = 259224
	512	0.9%	(100%)
	1024	2.2%	(99.1%)
	2048	4.7%	(96.9%)
	4096	22.5%	(92.2%)
	8192	69%	(69.7%)
	16384	0.7%	(0.7%)
986000	mean = 119593	max = 313908
	256	0.2%	(100%)
	512	0.8%	(99.8%)
	1024	4.1%	(99%)
	2048	5.2%	(94.9%)
	4096	24.9%	(89.7%)
	8192	63.8%	(64.8%)
	16384	1%	(1%)
987000	mean = 121287	max = 281768
	512	0.6%	(100%)
	1024	2.5%	(99.4%)
	2048	6.6%	(96.9%)
	4096	24.7%	(90.3%)
	8192	63.8%	(65.6%)
	16384	1.8%	(1.8%)
988000	mean = 123194	max = 284768
	256	0.2%	(100%)
	512	0.7%	(99.8%)
	1024	2%	(99.1%)
	2048	4.7%	(97.1%)
	4096	24.4%	(92.4%)
	8192	66.8%	(68%)
	16384	1.2%	(1.2%)
989000	mean = 122814	max = 287392
	256	0.2%	(100%)
	512	0.7%	(99.8%)
	1024	2.3%	(99.1%)
	2048	6.8%	(96.8%)
	4096	21.9%	(90%)
	8192	66.8%	(68.1%)
	16384	1.3%	(1.3%)
990000	mean = 119894	max = 267928
	128	0.1%	(100%)
	512	0.3%	(99.9%)
	1024	3.7%	(99.6%)
	2048	6.2%	(95.9%)
	4096	24.1%	(89.7%)
	8192	64.7%	(65.6%)
	16384	0.9%	(0.9%)
991000	mean = 123087	max = 287436
	256	0.1%	(100%)
	512	0.9%	(99.9%)
	1024	2%	(99%)
	2048	5.2%	(97%)
	4096	23%	(91.8%)
	8192	68.1%	(68.8%)
	16384	0.7%	(0.7%)
992000	mean = 120715	max = 291208
	256	0.2%	(100%)
	512	0.8%	(99.8%)
	1024	2.7%	(99%)
	2048	4.9%	(96.3%)
	4096	25.3%	(91.4%)
	8192	65.3%	(66.1%)
	16384	0.8%	(0.8%)
993000	mean = 122540	max = 288732
	512	0.6%	(100%)
	1024	2.8%	(99.4%)
	2048	4.8%	(96.6%)
	4096	23.8%	(91.8%)
	8192	67.2%	(68%)
	16384	0.8%	(0.8%)
994000	mean = 122714	max = 271368
	512	0.9%	(100%)
	1024	2.5%	(99.1%)
	2048	5.6%	(96.6%)
	4096	21.9%	(91%)
	8192	67.7%	(69.1%)
	16384	1.4%	(1.4%)
995000	mean = 119563	max = 285736
	256	0.1%	(100%)
	512	1.5%	(99.9%)
	1024	2.1%	(98.4%)
	2048	6.4%	(96.3%)
	4096	24.7%	(89.9%)
	8192	64.1%	(65.2%)
	16384	1.1%	(1.1%)
996000	mean = 120798	max = 277752
	512	1%	(100%)
	1024	2.3%	(99%)
	2048	6.7%	(96.7%)
	4096	23.8%	(90%)
	8192	65.1%	(66.2%)
	16384	1.1%	(1.1%)
997000	mean = 120778	max = 266548
	512	0.5%	(100%)
	1024	3%	(99.5%)
	2048	6.1%	(96.5%)
	4096	22.5%	(90.4%)
	8192	67.1%	(67.9%)
	16384	0.8%	(0.8%)
998000	mean = 120332	max = 317996
	512	0.8%	(100%)
	1024	2.3%	(99.2%)
	2048	5.9%	(96.9%)
	4096	25.7%	(91%)
	8192	63.8%	(65.3%)
	16384	1.5%	(1.5%)
999000	mean = 120117	max = 264296
	256	0.1%	(100%)
	512	0.9%	(99.9%)
	1024	3%	(99%)
	2048	6.3%	(96%)
	4096	22.6%	(89.7%)
	8192	66.3%	(67.1%)
	16384	0.8%	(0.8%)
1000000	mean = 125510	max = 291624
	512	0.4%	(100%)
	1024	2.7%	(99.6%)
	2048	4.2%	(96.9%)
	4096	23%	(92.7%)
	8192	68.4%	(69.7%)
	16384	1.3%	(1.3%)
6-tuple pattern 012345 is saved to 2048.ckpt
6-tuple pattern 456789 is saved to 2048.ckpt
6-tuple pattern 012456 is saved to 2048.ckpt
6-tuple pattern 45689a is saved to 2048.ckpt
1001000	mean = 123172	max = 273696
	512	0.9%	(100%)
	1024	2.7%	(99.1%)
	2048	5.2%	(96.4%)
	4096	23.2%	(91.2%)
	8192	67%	(68%)
	16384	1%	(1%)
1002000	mean = 121135	max = 285756
	64	0.1%	(100%)
	128	0.1%	(99.9%)
	256	0.1%	(99.8%)
	512	0.6%	(99.7%)
	1024	3%	(99.1%)
	2048	5.7%	(96.1%)
	4096	23.4%	(90.4%)
	8192	66.3%	(67%)
	16384	0.7%	(0.7%)
1003000	mean = 121083	max = 287800
	256	0.1%	(100%)
	512	0.5%	(99.9%)
	1024	2.8%	(99.4%)
	2048	5.2%	(96.6%)
	4096	24%	(91.4%)
	8192	66.9%	(67.4%)
	16384	0.5%	(0.5%)
1004000	mean = 120048	max = 268180
	256	0.2%	(100%)
	512	0.4%	(99.8%)
	1024	4.1%	(99.4%)
	2048	6.9%	(95.3%)
	4096	20.9%	(88.4%)
	8192	66.6%	(67.5%)
	16384	0.9%	(0.9%)
1005000	mean = 122472	max = 285336
	256	0.3%	(100%)
	512	0.6%	(99.7%)
	1024	3%	(99.1%)
	2048	5.4%	(96.1%)
	4096	22.6%	(90.7%)
	8192	66.8%	(68.1%)
	16384	1.3%	(1.3%)
1006000	mean = 124351	max = 290868
	512	0.9%	(100%)
	1024	2.3%	(99.1%)
	2048	5.2%	(96.8%)
	4096	22.3%	(91.6%)
	8192	68.4%	(69.3%)
	16384	0.9%	(0.9%)
1007000	mean = 120370	max = 271692
	256	0.3%	(100%)
	512	0.8%	(99.7%)
	1024	3.3%	(98.9%)
	2048	5.8%	(95.6%)
	4096	22.1%	(89.8%)
	8192	66.6%	(67.7%)
	16384	1.1%	(1.1%)
1008000	mean = 122681	max = 279320
	256	0.1%	(100%)
	512	1%	(99.9%)
	1024	2.8%	(98.9%)
	2048	4.5%	(96.1%)
	4096	23.8%	(91.6%)
	8192	66.9%	(67.8%)
	16384	0.9%	(0.9%)
1009000	mean = 120200	max = 286292
	128	0.1%	(100%)
	512	1%	(99.9%)
	1024	2.8%	(98.9%)
	2048	6.4%	(96.1%)
	4096	23.3%	(89.7%)
	8192	65.3%	(66.4%)
	16384	1.1%	(1.1%)
1010000	mean = 121858	max = 258152
	512	0.8%	(100%)
	1024	3%	(99.2%)
	2048	5.4%	(96.2%)
	4096	22.5%	(90.8%)
	8192	68%	(68.3%)
	16384	0.3%	(0.3%)
1011000	mean = 123606	max = 305392
	128	0.1%	(100%)
	512	0.7%	(99.9%)
	1024	2.2%	(99.2%)
	2048	5%	(97%)
	4096	22.5%	(92%)
	8192	68.5%	(69.5%)
	16384	1%	(1%)
1012000	mean = 122552	max = 288800
	256	0.1%	(100%)
	512	0.6%	(99.9%)
	1024	2.8%	(99.3%)
	2048	5.7%	(96.5%)
	4096	22.7%	(90.8%)
	8192	66.8%	(68.1%)
	16384	1.3%	(1.3%)
1013000	mean = 121569	max = 286588
	512	0.9%	(100%)
	1024	3.3%	(99.1%)
	2048	5.4%	(95.8%)
	4096	22.8%	(90.4%)
	8192	66%	(67.6%)
	16384	1.6%	(1.6%)
1014000	mean = 120552	max = 278976
	128	0.1%	(100%)
	512	0.7%	(99.9%)
	1024	3.8%	(99.2%)
	2048	5.3%	(95.4%)
	4096	23.1%	(90.1%)
	8192	66.1%	(67%)
	16384	0.9%	(0.9%)
1015000	mean = 121963	max = 266588
	256	0.1%	(100%)
	512	0.2%	(99.9%)
	1024	2.4%	(99.7%)
	2048	5%	(97.3%)
	4096	25.5%	(92.3%)
	8192	66.1%	(66.8%)
	16384	0.7%	(0.7%)
1016000	mean = 123557	max = 279716
	512	1%	(100%)
	1024	2.3%	(99%)
	2048	4.9%	(96.7%)
	4096	22.9%	(91.8%)
	8192	67.8%	(68.9%)
	16384	1.1%	(1.1%)
1017000	mean = 121328	max = 289356
	512	0.7%	(100%)
	1024	2.8%	(99.3%)
	2048	4.5%	(96.5%)
	4096	25.8%	(92%)
	8192	65.1%	(66.2%)
	16384	1.1%	(1.1%)
1018000	mean = 123107	max = 283192
	128	0.1%	(100%)
	512	1%	(99.9%)
	1024	2.8%	(98.9%)
	2048	4.5%	(96.1%)
	4096	23.1%	(91.6%)
	8192	67.8%	(68.5%)
	16384	0.7%	(0.7%)
1019000	mean = 121460	max = 288148
	512	1%	(100%)
	1024	2.6%	(99%)
	2048	5.7%	(96.4%)
	4096	22.7%	(90.7%)
	8192	66.9%	(68%)
	16384	1.1%	(1.1%)
1020000	mean = 120226	max = 280300
	256	0.1%	(100%)
	512	0.9%	(99.9%)
	1024	3.6%	(99%)
	2048	4.9%	(95.4%)
	4096	23.6%	(90.5%)
	8192	66.1%	(66.9%)
	16384	0.8%	(0.8%)
1021000	mean = 119360	max = 281212
	512	1.2%	(100%)
	1024	3.1%	(98.8%)
	2048	5.7%	(95.7%)
	4096	24.1%	(90%)
	8192	65.3%	(65.9%)
	16384	0.6%	(0.6%)
1022000	mean = 121154	max = 325064
	256	0.1%	(100%)
	512	0.9%	(99.9%)
	1024	3.5%	(99%)
	2048	6.2%	(95.5%)
	4096	22.5%	(89.3%)
	8192	65.3%	(66.8%)
	16384	1.5%	(1.5%)
1023000	mean = 120082	max = 265164
	256	0.1%	(100%)
	512	0.7%	(99.9%)
	1024	2.7%	(99.2%)
	2048	5.5%	(96.5%)
	4096	25.9%	(91%)
	8192	64.1%	(65.1%)
	16384	1%	(1%)
1024000	mean = 121346	max = 294820
	512	1.1%	(100%)
	1024	2.2%	(98.9%)
	2048	6.1%	(96.7%)
	4096	24.1%	(90.6%)
	8192	65.5%	(66.5%)
	16384	1%	(1%)
1025000	mean = 121104	max = 290096
	256	0.1%	(100%)
	512	0.6%	(99.9%)
	1024	3.1%	(99.3%)
	2048	5%	(96.2%)
	4096	23.6%	(91.2%)
	8192	66.6%	(67.6%)
	16384	1%	(1%)
1026000	mean = 122995	max = 287656
	256	0.1%	(100%)
	512	0.6%	(99.9%)
	1024	2.4%	(99.3%)
	2048	6%	(96.9%)
	4096	23.4%	(90.9%)
	8192	66.4%	(67.5%)
	16384	1.1%	(1.1%)
1027000	mean = 122870	max = 286048
	128	0.1%	(100%)
	512	0.3%	(99.9%)
	1024	1.5%	(99.6%)
	2048	5%	(98.1%)
	4096	25.7%	(93.1%)
	8192	66.1%	(67.4%)
	16384	1.3%	(1.3%)
1028000	mean = 122262	max = 283108
	256	0.1%	(100%)
	512	0.9%	(99.9%)
	1024	3.3%	(99%)
	2048	4.3%	(95.7%)
	4096	22.5%	(91.4%)
	8192	67.9%	(68.9%)
	16384	1%	(1%)
1029000	mean = 121120	max = 269664
	512	0.5%	(100%)
	1024	2.7%	(99.5%)
	2048	6.6%	(96.8%)
	4096	21.6%	(90.2%)
	8192	68%	(68.6%)
	16384	0.6%	(0.6%)
1030000	mean = 124537	max = 261428
	512	1%	(100%)
	1024	3%	(99%)
	2048	4.7%	(96%)
	4096	21.2%	(91.3%)
	8192	69.5%	(70.1%)
	16384	0.6%	(0.6%)
1031000	mean = 123827	max = 310572
	512	0.6%	(100%)
	1024	2.4%	(99.4%)
	2048	5%	(97%)
	4096	22.6%	(92%)
	8192	68.5%	(69.4%)
	16384	0.9%	(0.9%)
1032000	mean = 122267	max = 281856
	512	0.3%	(100%)
	1024	3.9%	(99.7%)
	2048	5.2%	(95.8%)
	4096	22.9%	(90.6%)
	8192	66.9%	(67.7%)
	16384	0.8%	(0.8%)
1033000	mean = 120822	max = 284768
	64	0.1%	(100%)
	512	0.6%	(99.9%)
	1024	3.4%	(99.3%)
	2048	5.8%	(95.9%)
	4096	24%	(90.1%)
	8192	64.9%	(66.1%)
	16384	1.2%	(1.2%)
1034000	mean = 123324	max = 278952
	64	0.1%	(100%)
	512	0.7%	(99.9%)
	1024	2.5%	(99.2%)
	2048	5.6%	(96.7%)
	4096	22.2%	(91.1%)
	8192	67.9%	(68.9%)
	16384	1%	(1%)
1035000	mean = 123684	max = 261532
	512	0.5%	(100%)
	1024	2.1%	(99.5%)
	2048	5.4%	(97.4%)
	4096	22.5%	(92%)
	8192	68.4%	(69.5%)
	16384	1.1%	(1.1%)
1036000	mean = 124704	max = 284740
	256	0.1%	(100%)
	512	0.7%	(99.9%)
	1024	2.7%	(99.2%)
	2048	4%	(96.5%)
	4096	23.9%	(92.5%)
	8192	67.8%	(68.6%)
	16384	0.8%	(0.8%)
1037000	mean = 123510	max = 290244
	64	0.1%	(100%)
	256	0.2%	(99.9%)
	512	0.4%	(99.7%)
	1024	2.9%	(99.3%)
	2048	6%	(96.4%)
	4096	21.1%	(90.4%)
	8192	68%	(69.3%)
	16384	1.3%	(1.3%)
1038000	mean = 122461	max = 282556
	32	0.1%	(100%)
	256	0.1%	(99.9%)
	512	0.2%	(99.8%)
	1024	2.1%	(99.6%)
	2048	5.9%	(97.5%)
	4096	23.9%	(91.6%)
	8192	66.8%	(67.7%)
	16384	0.9%	(0.9%)
1039000	mean = 121900	max = 286204
	256	0.1%	(100%)
	512	0.7%	(99.9%)
	1024	3.3%	(99.2%)
	2048	5.3%	(95.9%)
	4096	22.5%	(90.6%)
	8192	67.3%	(68.1%)
	16384	0.8%	(0.8%)
1040000	mean = 125014	max = 286096
	512	0.8%	(100%)
	1024	2.9%	(99.2%)
	2048	3.8%	(96.3%)
	4096	23.2%	(92.5%)
	8192	68.1%	(69.3%)
	16384	1.2%	(1.2%)
1041000	mean = 122144	max = 289684
	512	0.5%	(100%)
	1024	2.1%	(99.5%)
	2048	5.9%	(97.4%)
	4096	24.3%	(91.5%)
	8192	66.3%	(67.2%)
	16384	0.9%	(0.9%)
1042000	mean = 123932	max = 290140
	128	0.1%	(100%)
	512	0.9%	(99.9%)
	1024	3.3%	(99%)
	2048	5.5%	(95.7%)
	4096	21%	(90.2%)
	8192	67.5%	(69.2%)
	16384	1.7%	(1.7%)
1043000	mean = 122207	max = 273160
	256	0.1%	(100%)
	512	0.8%	(99.9%)
	1024	2.9%	(99.1%)
	2048	4.1%	(96.2%)
	4096	24.5%	(92.1%)
	8192	67%	(67.6%)
	16384	0.6%	(0.6%)
1044000	mean = 120186	max = 272920
	512	0.9%	(100%)
	1024	3%	(99.1%)
	2048	6.7%	(96.1%)
	4096	22.9%	(89.4%)
	8192	65.5%	(66.5%)
	16384	1%	(1%)
1045000	mean = 121865	max = 283996
	256	0.1%	(100%)
	512	1%	(99.9%)
	1024	2.5%	(98.9%)
	2048	5.9%	(96.4%)
	4096	23.8%	(90.5%)
	8192	65.3%	(66.7%)
	16384	1.4%	(1.4%)
1046000	mean = 123433	max = 283472
	128	0.1%	(100%)
	256	0.1%	(99.9%)
	512	0.7%	(99.8%)
	1024	2.3%	(99.1%)
	2048	5.7%	(96.8%)
	4096	22.6%	(91.1%)
	8192	67.1%	(68.5%)
	16384	1.4%	(1.4%)
1047000	mean = 123077	max = 316168
	256	0.2%	(100%)
	512	0.3%	(99.8%)
	1024	2.6%	(99.5%)
	2048	6.7%	(96.9%)
	4096	21.5%	(90.2%)
	8192	67.5%	(68.7%)
	16384	1.2%	(1.2%)
1048000	mean = 123669	max = 291408
	64	0.1%	(100%)
	512	0.3%	(99.9%)
	1024	2.7%	(99.6%)
	2048	4.9%	(96.9%)
	4096	24.2%	(92%)
	8192	66.3%	(67.8%)
	16384	1.5%	(1.5%)
1049000	mean = 119410	max = 286488
	512	1%	(100%)
	1024	3.5%	(99%)
	2048	5.8%	(95.5%)
	4096	23.9%	(89.7%)
	8192	65%	(65.8%)
	16384	0.8%	(0.8%)
1050000	mean = 124042	max = 289376
	256	0.1%	(100%)
	512	1.4%	(99.9%)
	1024	2.1%	(98.5%)
	2048	5.5%	(96.4%)
	4096	21.8%	(90.9%)
	8192	66.9%	(69.1%)
	16384	2.2%	(2.2%)
1051000	mean = 120949	max = 290376
	128	0.1%	(100%)
	256	0.1%	(99.9%)
	512	1.1%	(99.8%)
	1024	2.2%	(98.7%)
	2048	4.9%	(96.5%)
	4096	25.2%	(91.6%)
	8192	65.8%	(66.4%)
	16384	0.6%	(0.6%)
1052000	mean = 120478	max = 269624
	256	0.1%	(100%)
	512	0.9%	(99.9%)
	1024	2.4%	(99%)
	2048	5.3%	(96.6%)
	4096	25.2%	(91.3%)
